activity_id,employee_id,first_name,last_name,business_unit,contract_type,sport_type,declared_sport,activity_date,start_ts,end_ts,duration_minutes,distance_km,source
4749,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-09-01,2026-09-01T13:31:30.913Z,2026-09-01T14:55:01.913Z,83.5,,simulation_historical
4750,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-12-31,2025-12-31T20:43:30.913Z,2025-12-31T23:36:45.913Z,173.3,,simulation_historical
4751,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-06-06,2026-06-06T17:03:30.913Z,2026-06-06T19:52:18.913Z,168.8,,simulation_historical
4752,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-02-14,2026-02-14T08:16:30.913Z,2026-02-14T09:52:27.913Z,96.0,,simulation_historical
4753,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-09-13,2026-09-13T10:00:30.913Z,2026-09-13T12:15:54.913Z,135.4,,simulation_historical
4754,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-03-26,2026-03-26T07:35:30.913Z,2026-03-26T08:54:17.913Z,78.8,,simulation_historical
4755,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-03-28,2026-03-28T12:39:30.913Z,2026-03-28T14:43:14.913Z,123.7,,simulation_historical
4756,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-07-29,2026-07-29T03:50:30.913Z,2026-07-29T05:44:25.913Z,113.9,,simulation_historical
4757,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-11,2025-11-11T06:53:30.913Z,2025-11-11T07:25:21.913Z,31.9,,simulation_historical
4758,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-01-23,2026-01-23T22:37:30.913Z,2026-01-24T00:40:51.913Z,123.4,,simulation_historical
4759,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-08-06,2026-08-06T22:26:30.913Z,2026-08-07T00:25:15.913Z,118.8,,simulation_historical
4760,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-25,2025-11-25T08:59:30.913Z,2025-11-25T09:38:29.913Z,39.0,,simulation_historical
4761,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-08-23,2026-08-23T18:30:30.913Z,2026-08-23T20:09:31.913Z,99.0,,simulation_historical
4762,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-08-07,2026-08-07T07:49:30.913Z,2026-08-07T08:37:04.913Z,47.6,,simulation_historical
4763,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-03-06,2026-03-06T07:15:30.913Z,2026-03-06T09:15:07.913Z,119.6,,simulation_historical
4764,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-06-25,2026-06-25T04:22:30.913Z,2026-06-25T05:39:42.913Z,77.2,,simulation_historical
4765,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-10-08,2025-10-08T07:00:30.913Z,2025-10-08T07:39:59.913Z,39.5,,simulation_historical
4766,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-08,2025-11-08T19:34:30.913Z,2025-11-08T22:20:21.913Z,165.9,,simulation_historical
4767,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-05-14,2026-05-14T10:15:30.913Z,2026-05-14T12:19:06.913Z,123.6,,simulation_historical
4768,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-04-30,2026-04-30T19:00:30.913Z,2026-04-30T21:52:35.913Z,172.1,,simulation_historical
4769,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-05-26,2026-05-26T18:24:30.913Z,2026-05-26T18:59:46.913Z,35.3,,simulation_historical
4770,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-05-22,2026-05-22T13:53:30.913Z,2026-05-22T15:39:38.913Z,106.1,,simulation_historical
4771,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-02-23,2026-02-23T07:40:30.913Z,2026-02-23T08:58:06.913Z,77.6,,simulation_historical
4772,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-29,2025-11-29T17:24:30.913Z,2025-11-29T18:42:33.913Z,78.1,,simulation_historical
4773,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-10-16,2025-10-16T00:19:30.913Z,2025-10-16T02:44:47.913Z,145.3,,simulation_historical
4774,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-07-05,2026-07-05T07:36:30.913Z,2026-07-05T09:03:50.913Z,87.3,,simulation_historical
4775,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-12-02,2025-12-02T22:28:30.913Z,2025-12-03T01:28:07.913Z,179.6,,simulation_historical
4776,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-02-08,2026-02-08T21:19:30.913Z,2026-02-08T23:18:20.913Z,118.8,,simulation_historical
4777,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-05-27,2026-05-27T11:12:30.913Z,2026-05-27T13:47:15.913Z,154.8,,simulation_historical
4778,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-08-01,2026-08-01T13:49:30.913Z,2026-08-01T14:39:26.913Z,49.9,,simulation_historical
4779,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-06-29,2026-06-29T19:34:30.913Z,2026-06-29T21:49:46.913Z,135.3,,simulation_historical
4780,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-15,2025-11-15T13:20:30.913Z,2025-11-15T15:24:42.913Z,124.2,,simulation_historical
4781,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-11-15,2025-11-15T01:11:30.913Z,2025-11-15T02:40:09.913Z,88.7,,simulation_historical
4782,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-12-07,2025-12-07T15:01:30.913Z,2025-12-07T15:52:46.913Z,51.3,,simulation_historical
4783,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-10-01,2025-10-01T21:56:30.913Z,2025-10-01T23:29:21.913Z,92.9,,simulation_historical
4784,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-10-23,2025-10-23T05:37:30.913Z,2025-10-23T07:17:38.913Z,100.1,,simulation_historical
4785,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-02-06,2026-02-06T10:15:30.913Z,2026-02-06T10:36:23.913Z,20.9,,simulation_historical
4786,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-05-04,2026-05-04T22:56:30.913Z,2026-05-05T00:05:17.913Z,68.8,,simulation_historical
4787,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-12-31,2025-12-31T11:49:30.913Z,2025-12-31T13:30:59.913Z,101.5,,simulation_historical
4788,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2025-10-23,2025-10-23T23:06:30.913Z,2025-10-24T00:20:48.913Z,74.3,,simulation_historical
4789,12497,Gabriel_TEST2,Fontaine,DEMO-MANAGER,CDI,Tennis,Tennis,2026-06-30,2026-06-30T03:56:30.913Z,2026-06-30T05:00:36.913Z,64.1,,simulation_historical
4790,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-12-19,2025-12-19T15:06:30.913Z,2025-12-19T16:55:00.913Z,108.5,9.01,simulation_historical
4791,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-09-07,2026-09-07T11:45:30.913Z,2026-09-07T13:44:37.913Z,119.1,14.63,simulation_historical
4792,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-04-12,2026-04-12T08:41:30.913Z,2026-04-12T10:07:16.913Z,85.8,10.3,simulation_historical
4793,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-07,2026-08-07T12:58:30.913Z,2026-08-07T15:31:12.913Z,152.7,14.37,simulation_historical
4794,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-11,2026-08-11T21:55:30.913Z,2026-08-11T22:49:50.913Z,54.3,3.1,simulation_historical
4795,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-14,2025-10-14T00:09:30.913Z,2025-10-14T01:14:35.913Z,65.1,5.34,simulation_historical
4796,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-12-19,2025-12-19T20:17:30.913Z,2025-12-19T21:35:20.913Z,77.8,9.84,simulation_historical
4797,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-09-28,2025-09-28T08:59:30.913Z,2025-09-28T10:44:37.913Z,105.1,7.54,simulation_historical
4798,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-07,2025-10-07T19:21:30.913Z,2025-10-07T21:41:07.913Z,139.6,9.48,simulation_historical
4799,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-28,2026-01-28T12:29:30.913Z,2026-01-28T13:50:51.913Z,81.4,2.05,simulation_historical
4800,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-03-27,2026-03-27T15:07:30.913Z,2026-03-27T17:58:45.913Z,171.3,4.77,simulation_historical
4801,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-11-19,2025-11-19T08:44:30.913Z,2025-11-19T09:23:53.913Z,39.4,12.6,simulation_historical
4802,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-28,2025-10-28T14:30:30.913Z,2025-10-28T15:08:54.913Z,38.4,1.51,simulation_historical
4803,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-03-31,2026-03-31T13:12:30.913Z,2026-03-31T14:37:29.913Z,85.0,5.56,simulation_historical
4804,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-09,2025-10-09T00:31:30.913Z,2025-10-09T03:18:44.913Z,167.2,3.17,simulation_historical
4805,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-11-27,2025-11-27T21:14:30.913Z,2025-11-27T22:40:51.913Z,86.4,13.86,simulation_historical
4806,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-17,2026-01-17T02:32:30.913Z,2026-01-17T03:18:15.913Z,45.8,2.59,simulation_historical
4807,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-14,2025-10-14T02:22:30.913Z,2025-10-14T04:38:09.913Z,135.7,7.74,simulation_historical
4808,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-19,2026-01-19T16:41:30.913Z,2026-01-19T17:28:22.913Z,46.9,1.99,simulation_historical
4809,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-02-21,2026-02-21T16:23:30.913Z,2026-02-21T17:13:20.913Z,49.8,5.07,simulation_historical
4810,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-06-10,2026-06-10T09:10:30.913Z,2026-06-10T11:33:00.913Z,142.5,3.3,simulation_historical
4811,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-02-12,2026-02-12T10:27:30.913Z,2026-02-12T12:53:49.913Z,146.3,5.09,simulation_historical
4812,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-09,2026-08-09T00:53:30.913Z,2026-08-09T03:43:46.913Z,170.3,2.6,simulation_historical
4813,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-21,2026-08-21T19:10:30.913Z,2026-08-21T19:34:31.913Z,24.0,2.53,simulation_historical
4814,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-05-18,2026-05-18T10:18:30.913Z,2026-05-18T12:51:06.913Z,152.6,8.89,simulation_historical
4815,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-05-30,2026-05-30T02:47:30.913Z,2026-05-30T03:23:30.913Z,36.0,3.7,simulation_historical
4816,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-03-06,2026-03-06T15:20:30.913Z,2026-03-06T16:52:55.913Z,92.4,13.85,simulation_historical
4817,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-27,2026-01-27T06:17:30.913Z,2026-01-27T09:09:15.913Z,171.8,11.84,simulation_historical
4818,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-10,2026-01-10T11:32:30.913Z,2026-01-10T13:13:31.913Z,101.0,4.57,simulation_historical
4819,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-17,2026-08-17T20:57:30.913Z,2026-08-17T23:45:33.913Z,168.1,2.0,simulation_historical
4820,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-04-09,2026-04-09T14:41:30.913Z,2026-04-09T17:41:01.913Z,179.5,8.81,simulation_historical
4821,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-01-01,2026-01-01T23:34:30.913Z,2026-01-02T00:10:01.913Z,35.5,9.32,simulation_historical
4822,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-08-06,2026-08-06T10:40:30.913Z,2026-08-06T11:19:03.913Z,38.6,12.06,simulation_historical
4823,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-05-19,2026-05-19T03:37:30.913Z,2026-05-19T06:33:03.913Z,175.6,5.03,simulation_historical
4824,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-11-23,2025-11-23T20:42:30.913Z,2025-11-23T21:24:53.913Z,42.4,7.87,simulation_historical
4825,13064,Henriette,Thibault,R&D,CDI,Marche,,2025-10-14,2025-10-14T21:08:30.913Z,2025-10-14T23:51:15.913Z,162.8,6.18,simulation_historical
4826,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-05-06,2026-05-06T09:02:30.913Z,2026-05-06T10:48:17.913Z,105.8,4.91,simulation_historical
4827,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-05-04,2026-05-04T03:36:30.913Z,2026-05-04T05:18:25.913Z,101.9,8.49,simulation_historical
4828,13064,Henriette,Thibault,R&D,CDI,Marche,,2026-04-08,2026-04-08T13:44:30.913Z,2026-04-08T16:09:38.913Z,145.1,11.18,simulation_historical
4829,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-07-27,2026-07-27T13:10:30.913Z,2026-07-27T14:28:42.913Z,78.2,9.29,simulation_historical
4830,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-05-04,2026-05-04T10:45:30.913Z,2026-05-04T12:40:48.913Z,115.3,2.13,simulation_historical
4831,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-05-14,2026-05-14T04:26:30.913Z,2026-05-14T05:29:34.913Z,63.1,8.18,simulation_historical
4832,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-12-11,2025-12-11T17:25:30.913Z,2025-12-11T20:09:56.913Z,164.4,1.13,simulation_historical
4833,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-10-09,2025-10-09T22:25:30.913Z,2025-10-09T23:13:47.913Z,48.3,3.2,simulation_historical
4834,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-05-04,2026-05-04T11:48:30.913Z,2026-05-04T12:37:43.913Z,49.2,13.16,simulation_historical
4835,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-12-07,2025-12-07T11:27:30.913Z,2025-12-07T13:04:26.913Z,96.9,10.91,simulation_historical
4836,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-05-31,2026-05-31T17:23:30.913Z,2026-05-31T18:39:05.913Z,75.6,12.26,simulation_historical
4837,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-10-27,2025-10-27T07:12:30.913Z,2025-10-27T09:45:54.913Z,153.4,5.11,simulation_historical
4838,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-08-21,2026-08-21T13:04:30.913Z,2026-08-21T15:20:09.913Z,135.7,14.59,simulation_historical
4839,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-28,2026-04-28T14:44:30.913Z,2026-04-28T16:35:34.913Z,111.1,13.63,simulation_historical
4840,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-07-11,2026-07-11T19:28:30.913Z,2026-07-11T20:32:37.913Z,64.1,13.14,simulation_historical
4841,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-02-01,2026-02-01T21:59:30.913Z,2026-02-02T00:16:17.913Z,136.8,10.19,simulation_historical
4842,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-09-12,2026-09-12T12:40:30.913Z,2026-09-12T13:41:12.913Z,60.7,9.94,simulation_historical
4843,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-08-29,2026-08-29T04:07:30.913Z,2026-08-29T06:58:22.913Z,170.9,3.43,simulation_historical
4844,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-02-08,2026-02-08T11:42:30.913Z,2026-02-08T13:26:40.913Z,104.2,6.97,simulation_historical
4845,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-08-27,2026-08-27T04:31:30.913Z,2026-08-27T05:59:38.913Z,88.1,11.93,simulation_historical
4846,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-07-26,2026-07-26T03:55:30.913Z,2026-07-26T06:48:23.913Z,172.9,7.66,simulation_historical
4847,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-11-02,2025-11-02T16:35:30.913Z,2025-11-02T18:00:08.913Z,84.6,3.66,simulation_historical
4848,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-06-18,2026-06-18T02:43:30.913Z,2026-06-18T03:52:28.913Z,69.0,13.07,simulation_historical
4849,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-03-30,2026-03-30T01:53:30.913Z,2026-03-30T03:21:15.913Z,87.8,5.37,simulation_historical
4850,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-06-26,2026-06-26T17:38:30.913Z,2026-06-26T19:42:57.913Z,124.5,1.63,simulation_historical
4851,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-01-19,2026-01-19T08:32:30.913Z,2026-01-19T10:58:11.913Z,145.7,6.73,simulation_historical
4852,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-13,2026-04-13T08:30:30.913Z,2026-04-13T08:56:57.913Z,26.5,11.81,simulation_historical
4853,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-06-10,2026-06-10T03:23:30.913Z,2026-06-10T04:59:34.913Z,96.1,2.14,simulation_historical
4854,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-27,2026-04-27T04:03:30.913Z,2026-04-27T06:42:36.913Z,159.1,7.55,simulation_historical
4855,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-10-03,2025-10-03T22:23:30.913Z,2025-10-03T22:51:02.913Z,27.5,2.89,simulation_historical
4856,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-05-06,2026-05-06T10:07:30.913Z,2026-05-06T11:39:59.913Z,92.5,1.63,simulation_historical
4857,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-07-22,2026-07-22T20:17:30.913Z,2026-07-22T22:11:53.913Z,114.4,12.94,simulation_historical
4858,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-09,2026-04-09T02:06:30.913Z,2026-04-09T04:46:09.913Z,159.7,2.89,simulation_historical
4859,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-03-02,2026-03-02T21:32:30.913Z,2026-03-02T23:02:03.913Z,89.6,1.73,simulation_historical
4860,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-09-19,2025-09-19T02:44:30.913Z,2025-09-19T05:26:28.913Z,162.0,14.21,simulation_historical
4861,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-12-14,2025-12-14T17:58:30.913Z,2025-12-14T19:12:18.913Z,73.8,6.97,simulation_historical
4862,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-02-08,2026-02-08T13:02:30.913Z,2026-02-08T14:52:39.913Z,110.2,11.21,simulation_historical
4863,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-08,2026-04-08T17:50:30.913Z,2026-04-08T18:44:31.913Z,54.0,12.79,simulation_historical
4864,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-04-15,2026-04-15T23:25:30.913Z,2026-04-16T01:37:01.913Z,131.5,6.34,simulation_historical
4865,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-02-21,2026-02-21T17:26:30.913Z,2026-02-21T20:17:53.913Z,171.4,3.09,simulation_historical
4866,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-06-10,2026-06-10T02:02:30.913Z,2026-06-10T04:06:01.913Z,123.5,12.1,simulation_historical
4867,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-06-18,2026-06-18T20:08:30.913Z,2026-06-18T21:50:40.913Z,102.2,7.65,simulation_historical
4868,13780,Sylvain,Renard,Finance,CDI,Marche,,2025-12-10,2025-12-10T15:25:30.913Z,2025-12-10T17:03:50.913Z,98.3,4.44,simulation_historical
4869,13780,Sylvain,Renard,Finance,CDI,Marche,,2026-02-07,2026-02-07T21:06:30.913Z,2026-02-07T22:54:29.913Z,108.0,8.62,simulation_historical
4870,15493,Alice,Devaux,Support,CDI,Marche,,2026-02-01,2026-02-01T18:31:30.913Z,2026-02-01T21:11:05.913Z,159.6,8.75,simulation_historical
4871,15493,Alice,Devaux,Support,CDI,Marche,,2026-06-21,2026-06-21T18:39:30.913Z,2026-06-21T20:16:59.913Z,97.5,9.45,simulation_historical
4872,15493,Alice,Devaux,Support,CDI,Marche,,2025-10-11,2025-10-11T19:05:30.913Z,2025-10-11T20:57:01.913Z,111.5,2.53,simulation_historical
4873,15493,Alice,Devaux,Support,CDI,Marche,,2026-05-18,2026-05-18T18:25:30.913Z,2026-05-18T19:46:50.913Z,81.3,14.21,simulation_historical
4874,15493,Alice,Devaux,Support,CDI,Marche,,2026-06-07,2026-06-07T11:43:30.913Z,2026-06-07T12:16:07.913Z,32.6,5.01,simulation_historical
4875,15493,Alice,Devaux,Support,CDI,Marche,,2026-01-15,2026-01-15T19:50:30.913Z,2026-01-15T20:30:23.913Z,39.9,8.46,simulation_historical
4876,15493,Alice,Devaux,Support,CDI,Marche,,2026-02-15,2026-02-15T19:08:30.913Z,2026-02-15T20:21:35.913Z,73.1,12.77,simulation_historical
4877,15493,Alice,Devaux,Support,CDI,Marche,,2025-09-25,2025-09-25T03:13:30.913Z,2025-09-25T05:22:37.913Z,129.1,5.0,simulation_historical
4878,15493,Alice,Devaux,Support,CDI,Marche,,2026-07-02,2026-07-02T19:00:30.913Z,2026-07-02T19:22:00.913Z,21.5,13.3,simulation_historical
4879,15493,Alice,Devaux,Support,CDI,Marche,,2026-07-24,2026-07-24T02:30:30.913Z,2026-07-24T03:38:31.913Z,68.0,14.17,simulation_historical
4880,15493,Alice,Devaux,Support,CDI,Marche,,2025-09-24,2025-09-24T23:15:30.913Z,2025-09-24T23:49:12.913Z,33.7,10.13,simulation_historical
4881,15493,Alice,Devaux,Support,CDI,Marche,,2026-05-12,2026-05-12T12:15:30.913Z,2026-05-12T13:11:54.913Z,56.4,14.13,simulation_historical
4882,15493,Alice,Devaux,Support,CDI,Marche,,2026-01-21,2026-01-21T18:11:30.913Z,2026-01-21T21:04:07.913Z,172.6,10.76,simulation_historical
4883,15493,Alice,Devaux,Support,CDI,Marche,,2026-04-07,2026-04-07T01:05:30.913Z,2026-04-07T03:43:20.913Z,157.8,7.99,simulation_historical
4884,15493,Alice,Devaux,Support,CDI,Marche,,2025-12-10,2025-12-10T00:47:30.913Z,2025-12-10T01:50:57.913Z,63.5,13.18,simulation_historical
4885,15493,Alice,Devaux,Support,CDI,Marche,,2026-01-16,2026-01-16T01:28:30.913Z,2026-01-16T02:56:00.913Z,87.5,14.76,simulation_historical
4886,15493,Alice,Devaux,Support,CDI,Marche,,2025-10-25,2025-10-25T06:55:30.913Z,2025-10-25T09:37:50.913Z,162.3,8.94,simulation_historical
4887,15493,Alice,Devaux,Support,CDI,Marche,,2025-10-31,2025-10-31T08:27:30.913Z,2025-10-31T10:47:36.913Z,140.1,2.27,simulation_historical
4888,15493,Alice,Devaux,Support,CDI,Marche,,2026-04-23,2026-04-23T08:27:30.913Z,2026-04-23T10:19:12.913Z,111.7,6.24,simulation_historical
4889,15493,Alice,Devaux,Support,CDI,Marche,,2025-12-14,2025-12-14T13:36:30.913Z,2025-12-14T14:37:41.913Z,61.2,4.79,simulation_historical
4890,15493,Alice,Devaux,Support,CDI,Marche,,2026-03-03,2026-03-03T17:35:30.913Z,2026-03-03T18:53:55.913Z,78.4,2.05,simulation_historical
4891,15493,Alice,Devaux,Support,CDI,Marche,,2026-02-16,2026-02-16T02:23:30.913Z,2026-02-16T05:11:40.913Z,168.2,8.63,simulation_historical
4892,15493,Alice,Devaux,Support,CDI,Marche,,2026-02-16,2026-02-16T14:31:30.913Z,2026-02-16T16:46:13.913Z,134.7,7.38,simulation_historical
4893,15493,Alice,Devaux,Support,CDI,Marche,,2025-11-20,2025-11-20T17:43:30.913Z,2025-11-20T20:40:42.913Z,177.2,7.23,simulation_historical
